user_id,user_profile
4917,male unknown between 45 to 49 years of age
4918,female programmer between 18 to 24 years of age
4919,male unknown between 18 to 24 years of age
4920,male academic/educator between 35 to 44 years of age
4921,female scientist between 25 to 34 years of age
4922,male technician/engineer between 18 to 24 years of age
4923,male tradesman/craftsman between 45 to 49 years of age
4924,female unknown between 35 to 44 years of age
4925,female doctor/health care between 35 to 44 years of age
4926,male k-12 student under 18 years of age
4927,male unknown between 45 to 49 years of age
4928,female clerical/admin between 25 to 34 years of age
4929,male academic/educator between 45 to 49 years of age
4930,male technician/engineer between 50 to 55 years of age
4931,male technician/engineer between 50 to 55 years of age
4932,male executive/managerial between 25 to 34 years of age
4933,male scientist between 25 to 34 years of age
4934,female unknown between 25 to 34 years of age
4935,male technician/engineer between 35 to 44 years of age
4936,female college/grad student between 18 to 24 years of age
4937,male unknown between 35 to 44 years of age
4938,female college/grad student between 18 to 24 years of age
4939,male executive/managerial between 25 to 34 years of age
4940,female lawyer between 50 to 55 years of age
4941,male writer above 56 years of age
4942,male programmer between 45 to 49 years of age
4943,female unknown between 50 to 55 years of age
4944,male technician/engineer between 50 to 55 years of age
4945,male unknown between 50 to 55 years of age
4946,female academic/educator between 35 to 44 years of age
4947,male technician/engineer between 35 to 44 years of age
4948,male artist between 45 to 49 years of age
4949,male college/grad student between 18 to 24 years of age
4950,male self-employed between 25 to 34 years of age
4951,female technician/engineer between 35 to 44 years of age
4952,female sales/marketing between 25 to 34 years of age
4953,male programmer between 35 to 44 years of age
4954,male unknown between 45 to 49 years of age
4955,male retired above 56 years of age
4956,male scientist between 35 to 44 years of age
4957,male artist between 25 to 34 years of age
4958,male executive/managerial between 18 to 24 years of age
4959,male technician/engineer between 25 to 34 years of age
4960,male academic/educator above 56 years of age
4961,male executive/managerial between 25 to 34 years of age
4962,male doctor/health care between 25 to 34 years of age
4963,male technician/engineer between 45 to 49 years of age
4964,male unknown between 35 to 44 years of age
4965,male k-12 student under 18 years of age
4966,male sales/marketing between 50 to 55 years of age
4967,male college/grad student between 18 to 24 years of age
4968,female writer between 50 to 55 years of age
4969,male unemployed between 18 to 24 years of age
4970,female programmer between 25 to 34 years of age
4971,male executive/managerial between 35 to 44 years of age
4972,male unknown between 35 to 44 years of age
4973,female artist above 56 years of age
4974,male writer between 35 to 44 years of age
4975,male unknown between 35 to 44 years of age
4976,male lawyer between 25 to 34 years of age
4977,male college/grad student between 25 to 34 years of age
4978,male sales/marketing between 35 to 44 years of age
4979,male artist between 35 to 44 years of age
4980,male academic/educator between 25 to 34 years of age
4981,male academic/educator between 50 to 55 years of age
4982,male programmer between 25 to 34 years of age
4983,female self-employed between 45 to 49 years of age
4984,male unknown between 35 to 44 years of age
4985,male unknown between 35 to 44 years of age
4986,male programmer between 18 to 24 years of age
4987,female farmer above 56 years of age
4988,male technician/engineer between 25 to 34 years of age
4989,male unknown between 25 to 34 years of age
4990,female college/grad student between 25 to 34 years of age
4991,female sales/marketing above 56 years of age
4992,female artist between 25 to 34 years of age
4993,male technician/engineer between 45 to 49 years of age
4994,male technician/engineer between 45 to 49 years of age
4995,male writer between 50 to 55 years of age
4996,male executive/managerial between 35 to 44 years of age
4997,male k-12 student under 18 years of age
4998,female college/grad student between 18 to 24 years of age
4999,female retired above 56 years of age
5000,male college/grad student between 25 to 34 years of age
5001,female artist between 25 to 34 years of age
5002,male technician/engineer between 25 to 34 years of age
5003,male programmer between 35 to 44 years of age
5004,female academic/educator above 56 years of age
5005,male self-employed between 45 to 49 years of age
5006,male clerical/admin between 35 to 44 years of age
5007,female college/grad student between 18 to 24 years of age
5008,male writer between 25 to 34 years of age
5009,female self-employed between 45 to 49 years of age
5010,male scientist between 45 to 49 years of age
5011,male college/grad student between 18 to 24 years of age
5012,male scientist between 50 to 55 years of age
5013,male college/grad student between 18 to 24 years of age
5014,male unknown between 45 to 49 years of age
5015,male doctor/health care between 35 to 44 years of age
5016,female academic/educator between 35 to 44 years of age
5017,male programmer between 35 to 44 years of age
5018,female programmer above 56 years of age
5019,male executive/managerial between 25 to 34 years of age
5020,female retired above 56 years of age
5021,male doctor/health care between 50 to 55 years of age
5022,male executive/managerial between 35 to 44 years of age
5023,male writer between 35 to 44 years of age
5024,female academic/educator between 45 to 49 years of age
5025,male writer between 25 to 34 years of age
5026,male technician/engineer between 25 to 34 years of age
5027,female sales/marketing between 25 to 34 years of age
5028,male programmer between 25 to 34 years of age
5029,male college/grad student between 25 to 34 years of age
5030,male academic/educator between 18 to 24 years of age
5031,female college/grad student between 25 to 34 years of age
5032,male technician/engineer between 18 to 24 years of age
5033,female retired above 56 years of age
5034,female scientist between 25 to 34 years of age
5035,female technician/engineer between 25 to 34 years of age
5036,male executive/managerial between 35 to 44 years of age
5037,male programmer between 35 to 44 years of age
5038,male writer between 25 to 34 years of age
5039,female college/grad student between 35 to 44 years of age
5040,male programmer between 45 to 49 years of age
5041,female doctor/health care between 45 to 49 years of age
5042,female artist between 18 to 24 years of age
5043,female doctor/health care between 18 to 24 years of age
5044,female doctor/health care between 35 to 44 years of age
5045,male unknown between 35 to 44 years of age
5046,male self-employed between 25 to 34 years of age
5047,male doctor/health care between 45 to 49 years of age
5048,female executive/managerial between 35 to 44 years of age
5049,male programmer between 25 to 34 years of age
5050,female college/grad student between 18 to 24 years of age
5051,female executive/managerial between 50 to 55 years of age
5052,male self-employed between 35 to 44 years of age
5053,male college/grad student between 25 to 34 years of age
5054,male artist between 35 to 44 years of age
5055,female self-employed between 35 to 44 years of age
5056,male academic/educator between 45 to 49 years of age
5057,male executive/managerial between 50 to 55 years of age
5058,male technician/engineer above 56 years of age
5059,male self-employed between 45 to 49 years of age
5060,male technician/engineer between 45 to 49 years of age
5061,female unemployed between 18 to 24 years of age
5062,male self-employed between 50 to 55 years of age
5063,female k-12 student under 18 years of age
5064,male college/grad student between 18 to 24 years of age
5065,male sales/marketing between 25 to 34 years of age
5066,female academic/educator between 25 to 34 years of age
5067,male retired above 56 years of age
5068,male executive/managerial between 35 to 44 years of age
5069,female unknown above 56 years of age
5070,male artist between 25 to 34 years of age
5071,female executive/managerial between 25 to 34 years of age
5072,male technician/engineer between 45 to 49 years of age
5073,male artist above 56 years of age
5074,male unknown under 18 years of age
5075,male doctor/health care between 50 to 55 years of age
5076,male clerical/admin between 25 to 34 years of age
5077,male artist between 25 to 34 years of age
5078,male executive/managerial between 45 to 49 years of age
5079,male college/grad student between 25 to 34 years of age
5080,female programmer between 50 to 55 years of age
5081,female college/grad student between 18 to 24 years of age
5082,male academic/educator between 35 to 44 years of age
5083,male college/grad student between 25 to 34 years of age
5084,male college/grad student between 18 to 24 years of age
5085,male technician/engineer above 56 years of age
5086,male academic/educator between 25 to 34 years of age
5087,female doctor/health care between 25 to 34 years of age
5088,male technician/engineer between 25 to 34 years of age
5089,female self-employed between 35 to 44 years of age
5090,female unemployed between 35 to 44 years of age
5091,male technician/engineer between 25 to 34 years of age
5092,male sales/marketing above 56 years of age
5093,male executive/managerial between 50 to 55 years of age
5094,male k-12 student between 18 to 24 years of age
5095,female academic/educator between 35 to 44 years of age
5096,male lawyer between 25 to 34 years of age
5097,male self-employed above 56 years of age
5098,male executive/managerial between 50 to 55 years of age
5099,male unknown between 18 to 24 years of age
5100,male doctor/health care between 50 to 55 years of age
5101,male unknown between 25 to 34 years of age
5102,male programmer between 25 to 34 years of age
5103,female self-employed between 35 to 44 years of age
5104,male writer between 35 to 44 years of age
5105,male executive/managerial between 50 to 55 years of age
5106,female academic/educator between 35 to 44 years of age
5107,female unknown between 45 to 49 years of age
5108,female homemaker between 25 to 34 years of age
5109,female doctor/health care between 45 to 49 years of age
5110,male scientist between 35 to 44 years of age
5111,male artist between 35 to 44 years of age
5112,male retired between 35 to 44 years of age
5113,male unknown between 25 to 34 years of age
5114,female k-12 student under 18 years of age
5115,male programmer above 56 years of age
5116,male doctor/health care between 35 to 44 years of age
5117,female unknown between 25 to 34 years of age
5118,male k-12 student under 18 years of age
5119,female unknown between 25 to 34 years of age
5120,male executive/managerial between 50 to 55 years of age
5121,male executive/managerial between 25 to 34 years of age
5122,male unknown between 25 to 34 years of age
5123,male programmer between 50 to 55 years of age
5124,male artist between 35 to 44 years of age
5125,male unknown between 45 to 49 years of age
5126,male lawyer between 25 to 34 years of age
5127,male customer service between 45 to 49 years of age
5128,male executive/managerial between 50 to 55 years of age
5129,male technician/engineer between 45 to 49 years of age
5130,female academic/educator between 50 to 55 years of age
5131,female academic/educator between 25 to 34 years of age
5132,male executive/managerial between 35 to 44 years of age
5133,male lawyer between 18 to 24 years of age
5134,male technician/engineer between 25 to 34 years of age
5135,male executive/managerial between 35 to 44 years of age
5136,male programmer between 25 to 34 years of age
5137,male tradesman/craftsman between 18 to 24 years of age
5138,male technician/engineer between 25 to 34 years of age
5139,male self-employed between 50 to 55 years of age
5140,male doctor/health care between 25 to 34 years of age
5141,male technician/engineer between 18 to 24 years of age
5142,male academic/educator between 25 to 34 years of age
5143,male college/grad student between 18 to 24 years of age
5144,female unknown between 50 to 55 years of age
5145,male executive/managerial between 35 to 44 years of age
5146,male academic/educator above 56 years of age
5147,male unknown between 18 to 24 years of age
5148,male writer between 25 to 34 years of age
5149,male academic/educator between 35 to 44 years of age
5150,male clerical/admin between 25 to 34 years of age
5151,male unemployed between 18 to 24 years of age
5152,female college/grad student between 25 to 34 years of age
5153,male executive/managerial between 25 to 34 years of age
5154,male self-employed between 25 to 34 years of age
5155,male self-employed between 25 to 34 years of age
5156,male sales/marketing between 18 to 24 years of age
5157,male academic/educator between 35 to 44 years of age
5158,female college/grad student between 18 to 24 years of age
5159,male executive/managerial between 35 to 44 years of age
5160,female college/grad student between 18 to 24 years of age
5161,male college/grad student between 25 to 34 years of age
5162,male technician/engineer between 25 to 34 years of age
5163,male doctor/health care between 45 to 49 years of age
5164,female technician/engineer between 35 to 44 years of age
5165,male doctor/health care between 35 to 44 years of age
5166,male doctor/health care between 50 to 55 years of age
5167,male scientist between 18 to 24 years of age
5168,male executive/managerial between 35 to 44 years of age
5169,female college/grad student between 50 to 55 years of age
5170,male college/grad student between 18 to 24 years of age
5171,male technician/engineer above 56 years of age
5172,female lawyer between 35 to 44 years of age
5173,male k-12 student under 18 years of age
5174,male academic/educator between 45 to 49 years of age
5175,female homemaker between 35 to 44 years of age
5176,male k-12 student under 18 years of age
5177,male sales/marketing between 45 to 49 years of age
5178,male unknown between 50 to 55 years of age
5179,male programmer between 25 to 34 years of age
5180,male lawyer between 35 to 44 years of age
5181,male executive/managerial between 25 to 34 years of age
5182,female executive/managerial between 35 to 44 years of age
5183,female writer between 18 to 24 years of age
5184,male writer between 18 to 24 years of age
5185,female college/grad student between 35 to 44 years of age
5186,male programmer between 35 to 44 years of age
5187,male self-employed between 18 to 24 years of age
5188,female homemaker between 35 to 44 years of age
5189,female executive/managerial between 45 to 49 years of age
5190,female unknown between 35 to 44 years of age
5191,female college/grad student between 25 to 34 years of age
5192,male executive/managerial between 25 to 34 years of age
5193,male programmer between 35 to 44 years of age
5194,male executive/managerial between 25 to 34 years of age
5195,male executive/managerial between 35 to 44 years of age
5196,male executive/managerial above 56 years of age
5197,female clerical/admin above 56 years of age
5198,female college/grad student between 18 to 24 years of age
5199,female academic/educator between 25 to 34 years of age
5200,female scientist between 35 to 44 years of age
5201,male executive/managerial between 50 to 55 years of age
5202,male college/grad student between 18 to 24 years of age
5203,female doctor/health care between 45 to 49 years of age
5204,male retired between 50 to 55 years of age
5205,male academic/educator between 25 to 34 years of age
5206,male executive/managerial between 35 to 44 years of age
5207,male unknown between 25 to 34 years of age
5208,male college/grad student between 25 to 34 years of age
5209,male academic/educator between 50 to 55 years of age
5210,female technician/engineer between 35 to 44 years of age
5211,male academic/educator between 25 to 34 years of age
5212,male artist between 18 to 24 years of age
5213,male unknown between 18 to 24 years of age
5214,female homemaker between 35 to 44 years of age
5215,female doctor/health care above 56 years of age
5216,male artist between 18 to 24 years of age
5217,male technician/engineer between 25 to 34 years of age
5218,male unknown between 18 to 24 years of age
5219,male college/grad student between 18 to 24 years of age
5220,male executive/managerial between 25 to 34 years of age
5221,female academic/educator above 56 years of age
5222,male programmer between 25 to 34 years of age
5223,male k-12 student above 56 years of age
5224,male academic/educator between 35 to 44 years of age
5225,male college/grad student between 18 to 24 years of age
5226,male unknown between 35 to 44 years of age
5227,male k-12 student between 18 to 24 years of age
5228,male unknown under 18 years of age
5229,male unknown between 25 to 34 years of age
5230,male programmer between 25 to 34 years of age
5231,male executive/managerial between 35 to 44 years of age
5232,male college/grad student between 25 to 34 years of age
5233,male customer service between 25 to 34 years of age
5234,female unknown between 25 to 34 years of age
5235,male college/grad student between 25 to 34 years of age
5236,male sales/marketing between 25 to 34 years of age
5237,male executive/managerial between 25 to 34 years of age
5238,female self-employed between 50 to 55 years of age
5239,male executive/managerial between 35 to 44 years of age
5240,female unknown between 25 to 34 years of age
5241,female college/grad student between 25 to 34 years of age
5242,male academic/educator between 25 to 34 years of age
5243,male k-12 student under 18 years of age
5244,male college/grad student between 18 to 24 years of age
5245,female academic/educator between 45 to 49 years of age
5246,female unknown between 18 to 24 years of age
5247,female k-12 student under 18 years of age
5248,female sales/marketing between 45 to 49 years of age
5249,female sales/marketing between 45 to 49 years of age
5250,male doctor/health care between 50 to 55 years of age
5251,female technician/engineer between 25 to 34 years of age
5252,male writer between 25 to 34 years of age
5253,female retired above 56 years of age
5254,male college/grad student between 18 to 24 years of age
5255,male k-12 student under 18 years of age
5256,male self-employed between 25 to 34 years of age
5257,female artist between 25 to 34 years of age
5258,male college/grad student between 35 to 44 years of age
5259,male doctor/health care between 25 to 34 years of age
5260,male executive/managerial between 35 to 44 years of age
5261,male programmer between 35 to 44 years of age
5262,female sales/marketing between 25 to 34 years of age
5263,male executive/managerial between 35 to 44 years of age
5264,male college/grad student between 18 to 24 years of age
5265,male academic/educator between 45 to 49 years of age
5266,male academic/educator between 35 to 44 years of age
5267,male executive/managerial between 35 to 44 years of age
5268,female artist between 25 to 34 years of age
5269,male unknown between 18 to 24 years of age
5270,male programmer between 25 to 34 years of age
5271,female unknown between 25 to 34 years of age
5272,male executive/managerial between 25 to 34 years of age
5273,male writer above 56 years of age
5274,male unknown between 25 to 34 years of age
5275,male technician/engineer between 25 to 34 years of age
5276,female college/grad student between 25 to 34 years of age
5277,male writer between 25 to 34 years of age
5278,female executive/managerial between 25 to 34 years of age
5279,female sales/marketing between 25 to 34 years of age
5280,male college/grad student between 18 to 24 years of age
5281,male artist between 25 to 34 years of age
5282,female college/grad student between 18 to 24 years of age
5283,male artist between 18 to 24 years of age
5284,male self-employed between 25 to 34 years of age
5285,male college/grad student between 18 to 24 years of age
5286,male self-employed between 45 to 49 years of age
5287,male farmer between 25 to 34 years of age
5288,male retired above 56 years of age
5289,male artist between 45 to 49 years of age
5290,female college/grad student between 18 to 24 years of age
5291,male academic/educator between 45 to 49 years of age
5292,male unknown between 25 to 34 years of age
5293,male programmer between 25 to 34 years of age
5294,male artist between 25 to 34 years of age
5295,male executive/managerial between 35 to 44 years of age
5296,female unknown under 18 years of age
5297,male programmer between 25 to 34 years of age
5298,male technician/engineer between 35 to 44 years of age
5299,male artist between 25 to 34 years of age
5300,male writer between 25 to 34 years of age
5301,male technician/engineer between 25 to 34 years of age
5302,female k-12 student under 18 years of age
5303,female doctor/health care above 56 years of age
5304,female homemaker between 35 to 44 years of age
5305,female college/grad student between 18 to 24 years of age
5306,female technician/engineer between 25 to 34 years of age
5307,male customer service between 25 to 34 years of age
5308,male executive/managerial above 56 years of age
5309,male unknown between 25 to 34 years of age
5310,female academic/educator above 56 years of age
5311,male unknown between 50 to 55 years of age
5312,male academic/educator between 25 to 34 years of age
5313,male unknown above 56 years of age
5314,female unknown between 25 to 34 years of age
5315,male programmer between 25 to 34 years of age
5316,male college/grad student between 18 to 24 years of age
5317,female unknown between 25 to 34 years of age
5318,male technician/engineer between 18 to 24 years of age
5319,male technician/engineer between 18 to 24 years of age
5320,female customer service between 18 to 24 years of age
5321,male college/grad student between 25 to 34 years of age
5322,male technician/engineer between 35 to 44 years of age
5323,male writer between 25 to 34 years of age
5324,male executive/managerial between 25 to 34 years of age
5325,female executive/managerial between 50 to 55 years of age
5326,male artist between 25 to 34 years of age
5327,male executive/managerial between 25 to 34 years of age
5328,female college/grad student between 25 to 34 years of age
5329,female customer service between 25 to 34 years of age
5330,female unknown between 25 to 34 years of age
5331,male sales/marketing between 35 to 44 years of age
5332,male college/grad student between 18 to 24 years of age
5333,female executive/managerial between 25 to 34 years of age
5334,female retired above 56 years of age
5335,male sales/marketing between 25 to 34 years of age
5336,male executive/managerial above 56 years of age
5337,female clerical/admin between 35 to 44 years of age
5338,male technician/engineer between 25 to 34 years of age
5339,male technician/engineer between 18 to 24 years of age
5340,female clerical/admin between 50 to 55 years of age
5341,female clerical/admin between 25 to 34 years of age
5342,female executive/managerial between 35 to 44 years of age
5343,female homemaker between 25 to 34 years of age
5344,female academic/educator between 50 to 55 years of age
5345,female technician/engineer between 25 to 34 years of age
5346,female clerical/admin between 25 to 34 years of age
5347,male doctor/health care between 25 to 34 years of age
5348,male customer service between 18 to 24 years of age
5349,female artist between 50 to 55 years of age
5350,male customer service between 18 to 24 years of age
5351,female academic/educator between 45 to 49 years of age
5352,female customer service between 35 to 44 years of age
5353,male doctor/health care between 25 to 34 years of age
5354,female clerical/admin between 45 to 49 years of age
5355,male unknown above 56 years of age
5356,male unknown between 45 to 49 years of age
5357,female writer between 18 to 24 years of age
5358,male executive/managerial between 35 to 44 years of age
5359,male self-employed between 18 to 24 years of age
5360,male programmer between 18 to 24 years of age
5361,female self-employed between 50 to 55 years of age
5362,male retired between 35 to 44 years of age
5363,male retired above 56 years of age
5364,female clerical/admin between 25 to 34 years of age
5365,male programmer between 18 to 24 years of age
5366,male programmer between 18 to 24 years of age
5367,male college/grad student between 18 to 24 years of age
5368,female technician/engineer between 25 to 34 years of age
5369,male scientist between 25 to 34 years of age
5370,male programmer between 25 to 34 years of age
5371,male lawyer between 25 to 34 years of age
5372,male college/grad student between 25 to 34 years of age
5373,male programmer between 18 to 24 years of age
5374,male executive/managerial between 35 to 44 years of age
5375,male unknown between 25 to 34 years of age
5376,male technician/engineer between 25 to 34 years of age
5377,female clerical/admin between 18 to 24 years of age
5378,male tradesman/craftsman between 35 to 44 years of age
5379,male executive/managerial between 25 to 34 years of age
5380,male college/grad student between 18 to 24 years of age
5381,male sales/marketing between 25 to 34 years of age
5382,male college/grad student between 18 to 24 years of age
5383,male academic/educator between 35 to 44 years of age
5384,female clerical/admin between 25 to 34 years of age
5385,male programmer between 25 to 34 years of age
5386,male sales/marketing between 25 to 34 years of age
5387,female academic/educator between 25 to 34 years of age
5388,female college/grad student between 18 to 24 years of age
5389,male executive/managerial between 45 to 49 years of age
5390,male unknown under 18 years of age
5391,male executive/managerial between 25 to 34 years of age
5392,male academic/educator between 50 to 55 years of age
5393,male executive/managerial between 35 to 44 years of age
5394,male unknown between 18 to 24 years of age
5395,male academic/educator between 50 to 55 years of age
5396,male doctor/health care between 25 to 34 years of age
5397,male unknown between 18 to 24 years of age
5398,male technician/engineer above 56 years of age
5399,male academic/educator between 25 to 34 years of age
5400,female college/grad student between 18 to 24 years of age
5401,female academic/educator between 18 to 24 years of age
5402,female unknown between 25 to 34 years of age
5403,male k-12 student under 18 years of age
5404,male unknown between 25 to 34 years of age
5405,female executive/managerial between 50 to 55 years of age
5406,female unknown between 35 to 44 years of age
5407,female technician/engineer between 35 to 44 years of age
5408,male writer between 25 to 34 years of age
5409,male academic/educator between 45 to 49 years of age
5410,female artist between 45 to 49 years of age
5411,female unemployed under 18 years of age
5412,male programmer between 25 to 34 years of age
5413,male academic/educator between 35 to 44 years of age
5414,male k-12 student under 18 years of age
5415,female executive/managerial between 25 to 34 years of age
5416,female customer service between 25 to 34 years of age
5417,male technician/engineer between 18 to 24 years of age
5418,female unknown between 25 to 34 years of age
5419,female programmer between 18 to 24 years of age
5420,female unemployed under 18 years of age
5421,male technician/engineer between 35 to 44 years of age
5422,male executive/managerial between 50 to 55 years of age
5423,female customer service between 50 to 55 years of age
5424,female artist between 35 to 44 years of age
5425,male college/grad student between 18 to 24 years of age
5426,male sales/marketing between 25 to 34 years of age
5427,male unemployed between 35 to 44 years of age
5428,female doctor/health care between 25 to 34 years of age
5429,female academic/educator between 25 to 34 years of age
5430,female academic/educator between 45 to 49 years of age
5431,male academic/educator above 56 years of age
5432,male retired above 56 years of age
5433,female technician/engineer between 35 to 44 years of age
5434,female executive/managerial between 25 to 34 years of age
5435,male tradesman/craftsman between 45 to 49 years of age
5436,male college/grad student between 18 to 24 years of age
5437,male lawyer between 25 to 34 years of age
5438,male sales/marketing between 25 to 34 years of age
5439,male retired above 56 years of age
5440,female artist between 45 to 49 years of age
5441,male executive/managerial between 50 to 55 years of age
5442,male executive/managerial between 25 to 34 years of age
5443,male programmer between 25 to 34 years of age
5444,female college/grad student between 18 to 24 years of age
5445,male unknown between 25 to 34 years of age
5446,female academic/educator between 50 to 55 years of age
5447,male artist between 45 to 49 years of age
5448,male unemployed between 45 to 49 years of age
5449,male programmer between 18 to 24 years of age
5450,male programmer between 18 to 24 years of age
5451,female academic/educator between 25 to 34 years of age
5452,male doctor/health care between 35 to 44 years of age
5453,male college/grad student between 18 to 24 years of age
5454,male executive/managerial between 35 to 44 years of age
5455,female technician/engineer between 18 to 24 years of age
5456,male academic/educator between 35 to 44 years of age
5457,male programmer between 18 to 24 years of age
5458,female artist between 18 to 24 years of age
5459,female k-12 student under 18 years of age
5460,male college/grad student between 18 to 24 years of age
5461,male unknown between 50 to 55 years of age
5462,male technician/engineer between 25 to 34 years of age
5463,male unknown between 35 to 44 years of age
5464,male executive/managerial between 35 to 44 years of age
5465,female unknown between 25 to 34 years of age
5466,male programmer between 25 to 34 years of age
5467,male unknown between 35 to 44 years of age
5468,male programmer between 25 to 34 years of age
5469,male programmer between 35 to 44 years of age
5470,male executive/managerial above 56 years of age
5471,male executive/managerial between 18 to 24 years of age
5472,male academic/educator between 35 to 44 years of age
5473,male academic/educator between 25 to 34 years of age
5474,male programmer between 25 to 34 years of age
5475,male college/grad student between 25 to 34 years of age
5476,female unknown between 35 to 44 years of age
5477,male academic/educator between 35 to 44 years of age
5478,male executive/managerial between 35 to 44 years of age
5479,male academic/educator between 35 to 44 years of age
5480,female sales/marketing between 25 to 34 years of age
5481,male programmer between 45 to 49 years of age
5482,male executive/managerial between 18 to 24 years of age
5483,female doctor/health care between 25 to 34 years of age
5484,male technician/engineer between 45 to 49 years of age
5485,male college/grad student between 25 to 34 years of age
5486,male unknown between 25 to 34 years of age
5487,male technician/engineer between 25 to 34 years of age
5488,male scientist between 25 to 34 years of age
5489,male executive/managerial between 18 to 24 years of age
5490,male technician/engineer between 45 to 49 years of age
5491,male executive/managerial between 18 to 24 years of age
5492,male college/grad student between 18 to 24 years of age
5493,male programmer between 35 to 44 years of age
5494,female technician/engineer between 35 to 44 years of age
5495,female college/grad student between 18 to 24 years of age
5496,male executive/managerial between 25 to 34 years of age
5497,male college/grad student between 25 to 34 years of age
5498,female academic/educator between 50 to 55 years of age
5499,female unemployed between 25 to 34 years of age
5500,female writer between 35 to 44 years of age
5501,male artist between 25 to 34 years of age
5502,male artist between 25 to 34 years of age
5503,female homemaker between 25 to 34 years of age
5504,male executive/managerial between 45 to 49 years of age
5505,female college/grad student between 25 to 34 years of age
5506,female sales/marketing between 18 to 24 years of age
5507,male executive/managerial between 45 to 49 years of age
5508,male writer between 25 to 34 years of age
5509,male unknown between 25 to 34 years of age
5510,male college/grad student between 18 to 24 years of age
5511,male academic/educator between 45 to 49 years of age
5512,female technician/engineer between 25 to 34 years of age
5513,male academic/educator between 35 to 44 years of age
5514,female k-12 student under 18 years of age
5515,male college/grad student between 18 to 24 years of age
5516,female self-employed between 50 to 55 years of age
5517,male unknown above 56 years of age
5518,male technician/engineer between 50 to 55 years of age
5519,male scientist between 35 to 44 years of age
5520,male academic/educator between 45 to 49 years of age
5521,female doctor/health care between 25 to 34 years of age
5522,male sales/marketing between 25 to 34 years of age
5523,male unknown between 35 to 44 years of age
5524,female k-12 student under 18 years of age
5525,female k-12 student under 18 years of age
5526,female artist between 35 to 44 years of age
5527,male academic/educator between 25 to 34 years of age
5528,male academic/educator between 50 to 55 years of age
5529,male doctor/health care between 18 to 24 years of age
5530,female college/grad student between 18 to 24 years of age
5531,male technician/engineer between 50 to 55 years of age
5532,male technician/engineer between 25 to 34 years of age
5533,female artist between 50 to 55 years of age
5534,male self-employed between 45 to 49 years of age
5535,male scientist between 25 to 34 years of age
5536,male self-employed between 25 to 34 years of age
5537,female academic/educator above 56 years of age
5538,male programmer between 45 to 49 years of age
5539,female writer between 25 to 34 years of age
5540,male academic/educator between 35 to 44 years of age
5541,male executive/managerial above 56 years of age
5542,male executive/managerial between 45 to 49 years of age
5543,male technician/engineer between 25 to 34 years of age
5544,male scientist between 25 to 34 years of age
5545,female self-employed between 35 to 44 years of age
5546,male sales/marketing between 18 to 24 years of age
5547,female college/grad student between 18 to 24 years of age
5548,female college/grad student between 18 to 24 years of age
5549,female homemaker between 50 to 55 years of age
5550,male scientist between 35 to 44 years of age
5551,female writer between 35 to 44 years of age
5552,male executive/managerial between 50 to 55 years of age
5553,male clerical/admin between 35 to 44 years of age
5554,male academic/educator between 25 to 34 years of age
5555,male k-12 student under 18 years of age
5556,male doctor/health care between 45 to 49 years of age
5557,male sales/marketing between 35 to 44 years of age
5558,male k-12 student under 18 years of age
5559,male academic/educator between 50 to 55 years of age
5560,female technician/engineer between 35 to 44 years of age
5561,female clerical/admin between 25 to 34 years of age
5562,female academic/educator between 35 to 44 years of age
5563,female executive/managerial between 25 to 34 years of age
5564,male writer between 45 to 49 years of age
5565,male technician/engineer between 18 to 24 years of age
5566,male executive/managerial between 35 to 44 years of age
5567,male clerical/admin between 50 to 55 years of age
5568,male college/grad student between 18 to 24 years of age
5569,female academic/educator between 18 to 24 years of age
5570,male academic/educator between 25 to 34 years of age
5571,female homemaker between 25 to 34 years of age
5572,female college/grad student between 25 to 34 years of age
5573,female academic/educator between 35 to 44 years of age
5574,male unknown between 25 to 34 years of age
5575,male executive/managerial between 35 to 44 years of age
5576,male college/grad student between 25 to 34 years of age
5577,male academic/educator between 50 to 55 years of age
5578,female academic/educator between 18 to 24 years of age
5579,female executive/managerial between 35 to 44 years of age
5580,male executive/managerial between 45 to 49 years of age
5581,male unknown between 25 to 34 years of age
5582,male academic/educator between 45 to 49 years of age
5583,male scientist above 56 years of age
5584,female unknown between 50 to 55 years of age
5585,male college/grad student between 25 to 34 years of age
5586,male writer between 35 to 44 years of age
5587,male technician/engineer between 25 to 34 years of age
5588,female writer between 25 to 34 years of age
5589,female unknown between 25 to 34 years of age
5590,female programmer between 45 to 49 years of age
5591,male unknown between 18 to 24 years of age
5592,male academic/educator between 25 to 34 years of age
5593,male self-employed between 50 to 55 years of age
5594,female unknown between 45 to 49 years of age
5595,male writer between 25 to 34 years of age
5596,male programmer between 35 to 44 years of age
5597,female college/grad student between 18 to 24 years of age
5598,male college/grad student between 18 to 24 years of age
5599,male executive/managerial between 35 to 44 years of age
5600,female unknown between 45 to 49 years of age
5601,male academic/educator between 35 to 44 years of age
5602,male unknown between 35 to 44 years of age
5603,male executive/managerial between 50 to 55 years of age
5604,male scientist between 35 to 44 years of age
5605,female artist between 18 to 24 years of age
5606,female sales/marketing between 25 to 34 years of age
5607,male college/grad student between 18 to 24 years of age
5608,male clerical/admin between 18 to 24 years of age
5609,female academic/educator between 50 to 55 years of age
5610,female academic/educator between 25 to 34 years of age
5611,female executive/managerial between 35 to 44 years of age
5612,female academic/educator between 25 to 34 years of age
